"country_name","country_code","year","time_code","Indicator","Value"
"Australia","AUS",2013,"YR2013","gdp_percapita_NY.GDP.PCAP.PP.CD",0.397089968668705
"Australia","AUS",2013,"YR2013","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.20693520978851
"Australia","AUS",2013,"YR2013","gdp_deflator_NY.GDP.DEFL.ZS",-0.49436623683526
"Australia","AUS",2013,"YR2013","life_expectancy_SP.DYN.LE00.IN",0.842227310065602
"Australia","AUS",2013,"YR2013","health_expenditure_SH.XPD.CHEX.PP.CD",0.149547207709879
"Australia","AUS",2013,"YR2013","health_expenditure_per_cap",0.358054689062833
"Australia","AUS",2013,"YR2013","volatility_variable",-0.389187485403941
"Australia","AUS",2013,"YR2013","cost_variable",-0.866755440218641
"Australia","AUS",2013,"YR2013","is_g7",0
"Australia","AUS",2013,"YR2013","is_oecd",1
"Australia","AUS",2013,"YR2013","is_global_north",1
"Australia","AUS",2013,"YR2013","is_global_south",0
"Australia","AUS",2014,"YR2014","consumer_price",-0.266523881057683
"Australia","AUS",2014,"YR2014","inflation",-0.197662530551862
"Australia","AUS",2014,"YR2014","inflation_deflator",-0.310021653588435
"Australia","AUS",2014,"YR2014","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.46373097421073
"Australia","AUS",2014,"YR2014","net_nat_income_NY.ADJ.NNTY.CD",-0.32250424707112
"Australia","AUS",2014,"YR2014","household_expenditure_GDP",-0.0103181079398316
"Australia","AUS",2014,"YR2014","household_expenditure_per_capita",-0.235402490582908
"Australia","AUS",2014,"YR2014","household_expenditure_ppp",-0.564251245351359
"Australia","AUS",2014,"YR2014","gdp_percapita_NY.GDP.PCAP.PP.CD",0.448602311672617
"Australia","AUS",2014,"YR2014","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.143149392131104
"Australia","AUS",2014,"YR2014","gdp_deflator_NY.GDP.DEFL.ZS",-0.48061370242574
"Australia","AUS",2014,"YR2014","life_expectancy_SP.DYN.LE00.IN",0.872919444267014
"Australia","AUS",2014,"YR2014","health_expenditure_SH.XPD.CHEX.PP.CD",0.479098507541766
"Australia","AUS",2014,"YR2014","health_expenditure_per_cap",0.558874211383617
"Australia","AUS",2014,"YR2014","volatility_variable",-0.579607791699778
"Australia","AUS",2014,"YR2014","cost_variable",-0.845629297534424
"Australia","AUS",2014,"YR2014","is_g7",0
"Australia","AUS",2014,"YR2014","is_oecd",1
"Australia","AUS",2014,"YR2014","is_global_north",1
"Australia","AUS",2014,"YR2014","is_global_south",0
"Australia","AUS",2015,"YR2015","consumer_price",-0.236724686317424
"Australia","AUS",2015,"YR2015","inflation",-0.365302696758739
"Australia","AUS",2015,"YR2015","inflation_deflator",-0.564571370913125
"Australia","AUS",2015,"YR2015","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.21796178293157
"Australia","AUS",2015,"YR2015","net_nat_income_NY.ADJ.NNTY.CD",-0.347297539496569
"Australia","AUS",2015,"YR2015","household_expenditure_GDP",0.136715645284397
"Australia","AUS",2015,"YR2015","household_expenditure_per_capita",-0.135385044493995
"Australia","AUS",2015,"YR2015","household_expenditure_ppp",-0.55908302127745
"Australia","AUS",2015,"YR2015","gdp_percapita_NY.GDP.PCAP.PP.CD",0.415359636401927
"Australia","AUS",2015,"YR2015","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.241351529264474
"Australia","AUS",2015,"YR2015","gdp_deflator_NY.GDP.DEFL.ZS",-0.48680427990823
"Australia","AUS",2015,"YR2015","life_expectancy_SP.DYN.LE00.IN",0.893215855593755
"Australia","AUS",2015,"YR2015","health_expenditure_SH.XPD.CHEX.PP.CD",0.585215293247876
"Australia","AUS",2015,"YR2015","health_expenditure_per_cap",0.609162570988522
"Australia","AUS",2015,"YR2015","volatility_variable",-0.361878363199744
"Australia","AUS",2015,"YR2015","cost_variable",-0.791847297994206
"Australia","AUS",2015,"YR2015","is_g7",0
"Australia","AUS",2015,"YR2015","is_oecd",1
"Australia","AUS",2015,"YR2015","is_global_north",1
"Australia","AUS",2015,"YR2015","is_global_south",0
"Australia","AUS",2016,"YR2016","consumer_price",-0.211116003337522
"Australia","AUS",2016,"YR2016","inflation",-0.404900100385593
"Australia","AUS",2016,"YR2016","inflation_deflator",-0.569501056846466
"Australia","AUS",2016,"YR2016","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",0.901462130866264
"Australia","AUS",2016,"YR2016","net_nat_income_NY.ADJ.NNTY.CD",-0.381207310938262
"Australia","AUS",2016,"YR2016","household_expenditure_GDP",0.244275730146362
"Australia","AUS",2016,"YR2016","household_expenditure_per_capita",-0.159243974421041
"Australia","AUS",2016,"YR2016","household_expenditure_ppp",-0.550594367127045
"Australia","AUS",2016,"YR2016","gdp_percapita_NY.GDP.PCAP.PP.CD",0.467471397700324
"Australia","AUS",2016,"YR2016","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.117506725491408
"Australia","AUS",2016,"YR2016","gdp_deflator_NY.GDP.DEFL.ZS",-0.493343771443345
"Australia","AUS",2016,"YR2016","life_expectancy_SP.DYN.LE00.IN",0.903116544045823
"Australia","AUS",2016,"YR2016","health_expenditure_SH.XPD.CHEX.PP.CD",0.558018540021217
"Australia","AUS",2016,"YR2016","health_expenditure_per_cap",0.710086070747376
"Australia","AUS",2016,"YR2016","volatility_variable",-0.573402002599884
"Australia","AUS",2016,"YR2016","cost_variable",-0.71970293384789
"Australia","AUS",2016,"YR2016","is_g7",0
"Australia","AUS",2016,"YR2016","is_oecd",1
"Australia","AUS",2016,"YR2016","is_global_north",1
"Australia","AUS",2016,"YR2016","is_global_south",0
"Australia","AUS",2017,"YR2017","consumer_price",-0.171538947823109
"Australia","AUS",2017,"YR2017","inflation",-0.289953529473022
"Australia","AUS",2017,"YR2017","inflation_deflator",-0.0280590382279734
"Australia","AUS",2017,"YR2017","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.07566488898908
"Australia","AUS",2017,"YR2017","net_nat_income_NY.ADJ.NNTY.CD",-0.354837729548654
"Australia","AUS",2017,"YR2017","household_expenditure_GDP",0.0782216789463406
"Australia","AUS",2017,"YR2017","household_expenditure_per_capita",-0.234307075404859
"Australia","AUS",2017,"YR2017","household_expenditure_ppp",-0.547881472868185
"Australia","AUS",2017,"YR2017","gdp_percapita_NY.GDP.PCAP.PP.CD",0.526293918614001
"Australia","AUS",2017,"YR2017","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.275639534180824
"Australia","AUS",2017,"YR2017","gdp_deflator_NY.GDP.DEFL.ZS",-0.457558100391214
"Australia","AUS",2017,"YR2017","life_expectancy_SP.DYN.LE00.IN",0.913512266920493
"Australia","AUS",2017,"YR2017","health_expenditure_SH.XPD.CHEX.PP.CD",0.567125622826453
"Australia","AUS",2017,"YR2017","health_expenditure_per_cap",0.739993507666159
"Australia","AUS",2017,"YR2017","volatility_variable",-0.506812211052904
"Australia","AUS",2017,"YR2017","cost_variable",-0.684989897574249
"Australia","AUS",2017,"YR2017","is_g7",0
"Australia","AUS",2017,"YR2017","is_oecd",1
"Australia","AUS",2017,"YR2017","is_global_north",1
"Australia","AUS",2017,"YR2017","is_global_south",0
"Australia","AUS",2018,"YR2018","consumer_price",-0.131961892308714
"Australia","AUS",2018,"YR2018","inflation",-0.296327849762476
"Australia","AUS",2018,"YR2018","inflation_deflator",-0.251865306848091
"Australia","AUS",2018,"YR2018","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.19999812326874
"Australia","AUS",2018,"YR2018","net_nat_income_NY.ADJ.NNTY.CD",-0.334486223919362
"Australia","AUS",2018,"YR2018","household_expenditure_GDP",0.0455701201711883
"Australia","AUS",2018,"YR2018","household_expenditure_per_capita",-0.106107805505195
"Australia","AUS",2018,"YR2018","household_expenditure_ppp",-0.53903519702891
"Australia","AUS",2018,"YR2018","gdp_percapita_NY.GDP.PCAP.PP.CD",0.622261373241815
"Australia","AUS",2018,"YR2018","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.0653293824206055
"Australia","AUS",2018,"YR2018","gdp_deflator_NY.GDP.DEFL.ZS",-0.438580864512105
"Australia","AUS",2018,"YR2018","life_expectancy_SP.DYN.LE00.IN",0.96400577802604
"Australia","AUS",2018,"YR2018","health_expenditure_SH.XPD.CHEX.PP.CD",0.54792561392372
"Australia","AUS",2018,"YR2018","health_expenditure_per_cap",0.819406396159971
"Australia","AUS",2018,"YR2018","volatility_variable",-0.635760617300798
"Australia","AUS",2018,"YR2018","cost_variable",-0.631800255156219
"Australia","AUS",2018,"YR2018","is_g7",0
"Australia","AUS",2018,"YR2018","is_oecd",1
"Australia","AUS",2018,"YR2018","is_global_north",1
"Australia","AUS",2018,"YR2018","is_global_south",0
"Australia","AUS",2019,"YR2019","consumer_price",-0.0979721858081163
"Australia","AUS",2019,"YR2019","inflation",-0.347777872960137
"Australia","AUS",2019,"YR2019","inflation_deflator",-0.0512631593698744
"Australia","AUS",2019,"YR2019","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.07926434025999
"Australia","AUS",2019,"YR2019","net_nat_income_NY.ADJ.NNTY.CD",-0.345150725347669
"Australia","AUS",2019,"YR2019","household_expenditure_GDP",-0.0914591708779394
"Australia","AUS",2019,"YR2019","household_expenditure_per_capita",-0.384740338948536
"Australia","AUS",2019,"YR2019","household_expenditure_ppp",-0.532736000086586
"Australia","AUS",2019,"YR2019","gdp_percapita_NY.GDP.PCAP.PP.CD",0.754064105730211
"Australia","AUS",2019,"YR2019","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.257481548626784
"Australia","AUS",2019,"YR2019","gdp_deflator_NY.GDP.DEFL.ZS",-0.402707939921087
"Australia","AUS",2019,"YR2019","life_expectancy_SP.DYN.LE00.IN",0.994697912227449
"Australia","AUS",2019,"YR2019","health_expenditure_SH.XPD.CHEX.PP.CD",0.596596754137706
"Australia","AUS",2019,"YR2019","health_expenditure_per_cap",0.843239122633799
"Australia","AUS",2019,"YR2019","volatility_variable",-0.592103266193936
"Australia","AUS",2019,"YR2019","cost_variable",-0.577436514527437
"Australia","AUS",2019,"YR2019","is_g7",0
"Australia","AUS",2019,"YR2019","is_oecd",1
"Australia","AUS",2019,"YR2019","is_global_north",1
"Australia","AUS",2019,"YR2019","is_global_south",0
"Australia","AUS",2020,"YR2020","consumer_price",-0.0798133015132659
"Australia","AUS",2020,"YR2020","inflation",-0.478504458280256
"Australia","AUS",2020,"YR2020","inflation_deflator",-0.249797252412254
"Australia","AUS",2020,"YR2020","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",0.957294938340278
"Australia","AUS",2020,"YR2020","net_nat_income_NY.ADJ.NNTY.CD",-0.357107386068115
"Australia","AUS",2020,"YR2020","household_expenditure_GDP",-0.30259269766925
"Australia","AUS",2020,"YR2020","household_expenditure_per_capita",-1.51059782066446
"Australia","AUS",2020,"YR2020","household_expenditure_ppp",-0.533450589288681
"Australia","AUS",2020,"YR2020","gdp_percapita_NY.GDP.PCAP.PP.CD",0.823479712281411
"Australia","AUS",2020,"YR2020","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.829302263059703
"Australia","AUS",2020,"YR2020","gdp_deflator_NY.GDP.DEFL.ZS",-0.382529107226661
"Australia","AUS",2020,"YR2020","life_expectancy_SP.DYN.LE00.IN",1.05558714620767
"Australia","AUS",2020,"YR2020","health_expenditure_SH.XPD.CHEX.PP.CD",0.737818803471826
"Australia","AUS",2020,"YR2020","health_expenditure_per_cap",1.06983011232112
"Australia","AUS",2020,"YR2020","volatility_variable",-0.513022391121249
"Australia","AUS",2020,"YR2020","cost_variable",-0.769838257785167
"Australia","AUS",2020,"YR2020","is_g7",0
"Australia","AUS",2020,"YR2020","is_oecd",1
"Australia","AUS",2020,"YR2020","is_global_north",1
"Australia","AUS",2020,"YR2020","is_global_south",0
"Australia","AUS",2021,"YR2021","consumer_price",-0.0178868499436812
"Australia","AUS",2021,"YR2021","inflation",-0.133316393754069
"Australia","AUS",2021,"YR2021","inflation_deflator",-0.0999655909482531
"Australia","AUS",2021,"YR2021","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",1.28774398666872
"Australia","AUS",2021,"YR2021","net_nat_income_NY.ADJ.NNTY.CD",-0.313622837436464
"Australia","AUS",2021,"YR2021","household_expenditure_GDP",-0.472187299432998
"Australia","AUS",2021,"YR2021","household_expenditure_per_capita",-0.236186125590255
"Australia","AUS",2021,"YR2021","household_expenditure_ppp",-0.525343265940255
"Australia","AUS",2021,"YR2021","gdp_percapita_NY.GDP.PCAP.PP.CD",1.00018417983025
"Australia","AUS",2021,"YR2021","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",0.109454429696663
"Australia","AUS",2021,"YR2021","gdp_deflator_NY.GDP.DEFL.ZS",-0.348945660899578
"Australia","AUS",2021,"YR2021","life_expectancy_SP.DYN.LE00.IN",1.0758835575344
"Australia","AUS",2021,"YR2021","health_expenditure_SH.XPD.CHEX.PP.CD",0.695186064875515
"Australia","AUS",2021,"YR2021","health_expenditure_per_cap",1.28387652513967
"Australia","AUS",2021,"YR2021","volatility_variable",-0.449830096601644
"Australia","AUS",2021,"YR2021","cost_variable",-0.880876970865383
"Australia","AUS",2021,"YR2021","is_g7",0
"Australia","AUS",2021,"YR2021","is_oecd",1
"Australia","AUS",2021,"YR2021","is_global_north",1
"Australia","AUS",2021,"YR2021","is_global_south",0
"Australia","AUS",2022,"YR2022","consumer_price",0.128781061668509
"Australia","AUS",2022,"YR2022","inflation",0.505063709376392
"Australia","AUS",2022,"YR2022","inflation_deflator",0.413784504939194
"Australia","AUS",2022,"YR2022","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",-0.748797202342677
"Australia","AUS",2022,"YR2022","net_nat_income_NY.ADJ.NNTY.CD",-0.55668544436255
"Australia","AUS",2022,"YR2022","household_expenditure_GDP",-0.694962397057441
"Australia","AUS",2022,"YR2022","household_expenditure_per_capita",0.30010817948768
"Australia","AUS",2022,"YR2022","household_expenditure_ppp",-0.495556547390823
"Australia","AUS",2022,"YR2022","gdp_percapita_NY.GDP.PCAP.PP.CD",1.42181358102848
"Australia","AUS",2022,"YR2022","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",0.380673686671764
"Australia","AUS",2022,"YR2022","gdp_deflator_NY.GDP.DEFL.ZS",-0.268294612585693
"Australia","AUS",2022,"YR2022","life_expectancy_SP.DYN.LE00.IN",1.05558714620767
"Australia","AUS",2022,"YR2022","health_expenditure_SH.XPD.CHEX.PP.CD",-0.518044455013881
"Australia","AUS",2022,"YR2022","health_expenditure_per_cap",-0.743061888891871
"Australia","AUS",2022,"YR2022","volatility_variable",-0.624075558853601
"Australia","AUS",2022,"YR2022","cost_variable",-0.889155775087669
"Australia","AUS",2022,"YR2022","is_g7",0
"Australia","AUS",2022,"YR2022","is_oecd",1
"Australia","AUS",2022,"YR2022","is_global_north",1
"Australia","AUS",2022,"YR2022","is_global_south",0
"Australia","AUS",2023,"YR2023","consumer_price",0.261480600746206
"Australia","AUS",2023,"YR2023","inflation",0.334424195699884
"Australia","AUS",2023,"YR2023","inflation_deflator",0.330550705202828
"Australia","AUS",2023,"YR2023","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",-0.748797202342677
"Australia","AUS",2023,"YR2023","net_nat_income_NY.ADJ.NNTY.CD",-0.55668544436255
"Australia","AUS",2023,"YR2023","household_expenditure_GDP",-0.529164485735466
"Australia","AUS",2023,"YR2023","household_expenditure_per_capita",0.490337058651643
"Australia","AUS",2023,"YR2023","household_expenditure_ppp",-0.464252394524684
"Australia","AUS",2023,"YR2023","gdp_percapita_NY.GDP.PCAP.PP.CD",1.63075926490775
"Australia","AUS",2023,"YR2023","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.181519978180572
"Australia","AUS",2023,"YR2023","gdp_deflator_NY.GDP.DEFL.ZS",-0.189849518218509
"Australia","AUS",2023,"YR2023","life_expectancy_SP.DYN.LE00.IN",-1.2558402052132
"Australia","AUS",2023,"YR2023","health_expenditure_SH.XPD.CHEX.PP.CD",-0.518044455013881
"Australia","AUS",2023,"YR2023","health_expenditure_per_cap",-0.743061888891871
"Australia","AUS",2023,"YR2023","volatility_variable",-0.618031850910264
"Australia","AUS",2023,"YR2023","cost_variable",-0.580656982557787
"Australia","AUS",2023,"YR2023","is_g7",0
"Australia","AUS",2023,"YR2023","is_oecd",1
"Australia","AUS",2023,"YR2023","is_global_north",1
"Australia","AUS",2023,"YR2023","is_global_south",0
"Brazil","BRA",2009,"YR2009","consumer_price",-0.538160946454908
"Brazil","BRA",2009,"YR2009","inflation",0.213090093060852
"Brazil","BRA",2009,"YR2009","inflation_deflator",0.431088846255972
"Brazil","BRA",2009,"YR2009","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",-0.970292106060975
"Brazil","BRA",2009,"YR2009","net_nat_income_NY.ADJ.NNTY.CD",-0.266894748769849
"Brazil","BRA",2009,"YR2009","household_expenditure_GDP",0.820826691144864
"Brazil","BRA",2009,"YR2009","household_expenditure_per_capita",0.436001328405029
"Brazil","BRA",2009,"YR2009","household_expenditure_ppp",-0.324513318178371
"Brazil","BRA",2009,"YR2009","gdp_percapita_NY.GDP.PCAP.PP.CD",-1.32578613088707
"Brazil","BRA",2009,"YR2009","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",-0.736414264104568
"Brazil","BRA",2009,"YR2009","gdp_deflator_NY.GDP.DEFL.ZS",-0.289530308724624
"Brazil","BRA",2009,"YR2009","life_expectancy_SP.DYN.LE00.IN",-1.02520094300965
"Brazil","BRA",2009,"YR2009","health_expenditure_SH.XPD.CHEX.PP.CD",0.0412799670103627
"Brazil","BRA",2009,"YR2009","health_expenditure_per_cap",-0.875630789487459
"Brazil","BRA",2009,"YR2009","volatility_variable",-0.195708923080896
"Brazil","BRA",2009,"YR2009","cost_variable",-0.658392744043854
"Brazil","BRA",2009,"YR2009","is_g7",0
"Brazil","BRA",2009,"YR2009","is_oecd",0
"Brazil","BRA",2009,"YR2009","is_global_north",0
"Brazil","BRA",2009,"YR2009","is_global_south",1
"Brazil","BRA",2010,"YR2010","consumer_price",-0.452303235766455
"Brazil","BRA",2010,"YR2010","inflation",0.238879378716093
"Brazil","BRA",2010,"YR2010","inflation_deflator",0.570309150433359
"Brazil","BRA",2010,"YR2010","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",-0.857203446743541
"Brazil","BRA",2010,"YR2010","net_nat_income_NY.ADJ.NNTY.CD",-0.15244828689469
"Brazil","BRA",2010,"YR2010","household_expenditure_GDP",0.619376108021123
"Brazil","BRA",2010,"YR2010","household_expenditure_per_capita",0.878556638893734
"Brazil","BRA",2010,"YR2010","household_expenditure_ppp",-0.28398822940373
"Brazil","BRA",2010,"YR2010","gdp_percapita_NY.GDP.PCAP.PP.CD",-1.26960854977183
"Brazil","BRA",2010,"YR2010","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",1.43065995892733
"Brazil","BRA",2010,"YR2010","gdp_deflator_NY.GDP.DEFL.ZS",-0.189849518218509
"Brazil","BRA",2010,"YR2010","life_expectancy_SP.DYN.LE00.IN",-0.977707340505082
"Brazil","BRA",2010,"YR2010","health_expenditure_SH.XPD.CHEX.PP.CD",-0.0955484468375558
"Brazil","BRA",2010,"YR2010","health_expenditure_per_cap",-0.866587867299367
"Brazil","BRA",2010,"YR2010","volatility_variable",-0.264057676646805
"Brazil","BRA",2010,"YR2010","cost_variable",-0.779830819602248
"Brazil","BRA",2010,"YR2010","is_g7",0
"Brazil","BRA",2010,"YR2010","is_oecd",0
"Brazil","BRA",2010,"YR2010","is_global_north",0
"Brazil","BRA",2010,"YR2010","is_global_south",1
"Brazil","BRA",2011,"YR2011","consumer_price",-0.33352312242802
"Brazil","BRA",2011,"YR2011","inflation",0.512311940998037
"Brazil","BRA",2011,"YR2011","inflation_deflator",0.5571697956279
"Brazil","BRA",2011,"YR2011","net_nat_income_percapita_NY.ADJ.NNTY.PC.CD",-0.776719950108068
"Brazil","BRA",2011,"YR2011","net_nat_income_NY.ADJ.NNTY.CD",-0.0685662730588482
"Brazil","BRA",2011,"YR2011","household_expenditure_GDP",0.625305013028027
"Brazil","BRA",2011,"YR2011","household_expenditure_per_capita",0.544240507858166
"Brazil","BRA",2011,"YR2011","household_expenditure_ppp",-0.242383306141152
"Brazil","BRA",2011,"YR2011","gdp_percapita_NY.GDP.PCAP.PP.CD",-1.22936545254687
"Brazil","BRA",2011,"YR2011","gdp_percapita_growth_NY.GDP.PCAP.KD.ZG",0.439526515773295
"Brazil","BRA",2011,"YR2011","gdp_deflator_NY.GDP.DEFL.ZS",-0.0831162424107818
"Brazil","BRA",2011,"YR2011","life_expectancy_SP.DYN.LE00.IN",-0.945030118269032
